Suggest_Method,Repeat,Iteration,I,H,C,P,Fluorescence
R-LLM,23,30,I2,H1,C5,P4,3087
R-LLM,23,30,I4,H2,C4,P2,23152
R-LLM,23,31,I2,H3,C1,P2,456
R-LLM,23,31,I1,H4,C3,P1,36
R-LLM,23,32,I3,H4,C4,P3,183711
R-LLM,23,32,I4,H4,C4,P1,1003785
R-LLM,23,33,I3,H3,C4,P3,87871
R-LLM,23,33,I1,H4,C2,P3,5883
R-LLM,23,34,I2,H4,C2,P4,14916
R-LLM,23,34,I3,H5,C2,P1,235
R-LLM,23,35,I1,H1,C4,P4,357030
R-LLM,23,35,I3,H3,C4,P2,2832
R-LLM,23,36,I2,H5,C5,P3,156
R-LLM,23,36,I2,H4,C5,P3,4595
R-LLM,23,37,I1,H2,C4,P3,195055
R-LLM,23,37,I5,H2,C1,P2,2170
R-LLM,23,38,I4,H1,C1,P3,10066
R-LLM,23,38,I5,H3,C5,P2,1507
R-LLM,23,39,I1,H4,C3,P3,47866
R-LLM,23,39,I5,H5,C2,P4,892
R-LLM,23,40,I1,H3,C4,P4,5274
R-LLM,23,40,I3,H1,C4,P3,968
R-LLM,23,41,I3,H3,C3,P1,69
R-LLM,23,41,I2,H4,C4,P2,277
R-LLM,23,42,I5,H3,C4,P2,27981
R-LLM,23,42,I4,H4,C2,P3,7197
R-LLM,23,43,I4,H2,C5,P3,3472
R-LLM,23,43,I2,H3,C4,P1,2109
R-LLM,23,44,I4,H1,C2,P2,1332
R-LLM,23,44,I3,H2,C2,P3,266
R-LLM,23,45,I5,H3,C4,P3,125959
R-LLM,23,45,I2,H5,C4,P3,2953
R-LLM,23,46,I2,H2,C2,P4,5820
R-LLM,23,46,I4,H5,C5,P2,69154
R-LLM,23,47,I3,H2,C5,P2,30022
R-LLM,23,47,I5,H4,C2,P3,208
R-LLM,23,48,I3,H1,C1,P1,2516
R-LLM,23,48,I1,H2,C3,P3,4151
R-LLM,23,49,I1,H4,C5,P3,1076
R-LLM,23,49,I4,H3,C3,P3,22614
R-LLM,23,50,I2,H4,C3,P1,38
R-LLM,23,50,I5,H1,C1,P4,18411
R-LLM,24,1,I5,H3,C1,P3,552
R-LLM,24,1,I5,H5,C1,P2,189
R-LLM,24,2,I1,H2,C4,P1,1023
R-LLM,24,2,I3,H4,C5,P4,1162
R-LLM,24,3,I2,H1,C3,P4,5642
R-LLM,24,3,I4,H3,C2,P3,20
R-LLM,24,4,I2,H3,C4,P2,8619
R-LLM,24,4,I4,H5,C4,P1,52
R-LLM,24,5,I3,H2,C3,P1,8
R-LLM,24,5,I4,H4,C5,P3,83
R-LLM,24,6,I2,H4,C2,P3,717
R-LLM,24,6,I1,H1,C5,P4,6858
R-LLM,24,7,I1,H3,C4,P4,5274
R-LLM,24,7,I2,H2,C1,P1,60221
R-LLM,24,8,I2,H5,C4,P3,2953
R-LLM,24,8,I3,H5,C4,P4,4329
R-LLM,24,9,I1,H4,C4,P2,89908
R-LLM,24,9,I5,H2,C2,P4,477
R-LLM,24,10,I5,H1,C4,P3,455263
R-LLM,24,10,I4,H2,C1,P4,1624
R-LLM,24,11,I1,H1,C2,P2,80
R-LLM,24,11,I3,H2,C5,P2,30022
R-LLM,24,12,I3,H2,C3,P2,152
R-LLM,24,12,I2,H4,C3,P1,38
R-LLM,24,13,I4,H1,C4,P3,18519
R-LLM,24,13,I2,H3,C5,P1,5717
R-LLM,24,14,I4,H2,C5,P1,387
R-LLM,24,14,I5,H4,C2,P1,1192715
R-LLM,24,15,I3,H3,C4,P2,2832
R-LLM,24,15,I5,H2,C5,P1,861
R-LLM,24,16,I4,H5,C1,P2,26
R-LLM,24,16,I3,H1,C1,P1,2516
R-LLM,24,17,I1,H2,C2,P3,119
R-LLM,24,17,I4,H3,C5,P4,307
R-LLM,24,18,I2,H1,C1,P3,1019
R-LLM,24,18,I5,H3,C3,P1,25
R-LLM,24,19,I5,H2,C2,P3,439
R-LLM,24,19,I4,H1,C5,P2,14448
R-LLM,24,20,I2,H2,C2,P2,65
R-LLM,24,20,I1,H3,C3,P3,66106
R-LLM,24,21,I4,H2,C4,P3,1317074
R-LLM,24,21,I3,H1,C4,P3,968
R-LLM,24,22,I1,H5,C3,P3,10068
R-LLM,24,22,I5,H4,C3,P2,775
R-LLM,24,23,I1,H3,C5,P2,11357
R-LLM,24,23,I2,H1,C4,P4,394759
R-LLM,24,24,I3,H4,C4,P1,99899
R-LLM,24,24,I5,H1,C5,P2,48601
R-LLM,24,25,I3,H4,C2,P4,7944
R-LLM,24,25,I2,H3,C1,P4,15196
R-LLM,24,26,I5,H3,C4,P4,14484
R-LLM,24,26,I1,H2,C5,P1,300
R-LLM,24,27,I5,H5,C5,P3,2468
R-LLM,24,27,I2,H4,C4,P2,277
R-LLM,24,28,I3,H1,C1,P2,176
R-LLM,24,28,I1,H2,C3,P2,5681
R-LLM,24,29,I5,H4,C1,P4,1056921
R-LLM,24,29,I3,H3,C2,P3,575
R-LLM,24,30,I1,H3,C2,P4,1392
R-LLM,24,30,I2,H2,C4,P3,347695
R-LLM,24,31,I4,H1,C5,P4,1214
R-LLM,24,31,I4,H3,C1,P1,715
R-LLM,24,32,I1,H2,C4,P2,2799
R-LLM,24,32,I2,H5,C1,P1,299
R-LLM,24,33,I1,H4,C2,P4,53404
R-LLM,24,33,I3,H5,C2,P1,235
R-LLM,24,34,I3,H5,C1,P3,17599
R-LLM,24,34,I4,H3,C3,P2,1122
R-LLM,24,35,I5,H3,C5,P2,1507
R-LLM,24,35,I4,H5,C2,P3,14602
R-LLM,24,36,I5,H3,C1,P2,3299
R-LLM,24,36,I5,H4,C4,P1,806841
R-LLM,24,37,I4,H3,C4,P2,26785
R-LLM,24,37,I3,H5,C3,P4,657
R-LLM,24,38,I4,H4,C3,P1,187
R-LLM,24,38,I3,H1,C5,P4,1066
R-LLM,24,39,I2,H4,C5,P1,9539
R-LLM,24,39,I5,H5,C2,P4,892
R-LLM,24,40,I4,H2,C4,P1,31476
R-LLM,24,40,I5,H3,C2,P4,780
R-LLM,24,41,I3,H3,C2,P4,306
R-LLM,24,41,I2,H5,C2,P4,1400
R-LLM,24,42,I2,H2,C5,P4,614
R-LLM,24,42,I1,H4,C1,P3,26799
R-LLM,24,43,I3,H4,C3,P4,23537
R-LLM,24,43,I1,H5,C1,P1,552
R-LLM,24,44,I5,H1,C1,P3,1428
R-LLM,24,44,I2,H1,C3,P3,260
R-LLM,24,45,I1,H5,C4,P3,23348
R-LLM,24,45,I3,H3,C5,P3,2228
R-LLM,24,46,I5,H2,C4,P2,2787
R-LLM,24,46,I2,H1,C5,P4,3087
R-LLM,24,47,I2,H3,C3,P2,138
R-LLM,24,47,I4,H4,C1,P3,195425
R-LLM,24,48,I1,H1,C3,P2,3192
R-LLM,24,48,I5,H2,C3,P3,80824
R-LLM,24,49,I5,H1,C4,P2,1451
R-LLM,24,49,I3,H2,C4,P3,2674917
R-LLM,24,50,I3,H1,C2,P3,5071
R-LLM,24,50,I4,H5,C4,P2,1042361
R-LLM,25,1,I2,H3,C3,P2,138
R-LLM,25,1,I5,H2,C4,P1,92071
R-LLM,25,2,I1,H5,C1,P4,10536
R-LLM,25,2,I3,H4,C5,P3,1628
R-LLM,25,3,I4,H1,C2,P3,6059
R-LLM,25,3,I2,H2,C5,P4,614
R-LLM,25,4,I1,H4,C4,P3,10325
R-LLM,25,4,I5,H1,C3,P2,2506
R-LLM,25,5,I1,H2,C2,P1,1318
R-LLM,25,5,I3,H3,C4,P4,19498
R-LLM,25,6,I5,H1,C4,P1,8119
R-LLM,25,6,I3,H2,C3,P2,152
R-LLM,25,7,I4,H3,C4,P1,452
R-LLM,25,7,I2,H5,C5,P3,156
R-LLM,25,8,I1,H3,C5,P1,4368
R-LLM,25,8,I2,H1,C4,P3,2434
R-LLM,25,9,I3,H4,C1,P1,12391
R-LLM,25,9,I4,H2,C5,P4,133
R-LLM,25,10,I5,H2,C1,P3,13334
R-LLM,25,10,I3,H5,C2,P4,2681
R-LLM,25,11,I4,H1,C3,P4,580
R-LLM,25,11,I2,H1,C3,P1,11
R-LLM,25,12,I1,H3,C2,P2,563
R-LLM,25,12,I4,H5,C2,P1,9
R-LLM,25,13,I4,H1,C4,P2,10374
R-LLM,25,13,I3,H3,C5,P1,176
R-LLM,25,14,I1,H4,C3,P1,36
R-LLM,25,14,I5,H3,C2,P3,4960
R-LLM,25,15,I5,H1,C2,P4,42771
R-LLM,25,15,I2,H4,C1,P3,549731
R-LLM,25,16,I3,H2,C4,P3,2674917
R-LLM,25,16,I5,H3,C1,P4,25234
R-LLM,25,17,I1,H2,C4,P2,2799
R-LLM,25,17,I5,H4,C2,P3,208
R-LLM,25,18,I1,H1,C3,P2,3192
R-LLM,25,18,I4,H5,C3,P4,1341
R-LLM,25,19,I4,H2,C1,P3,4469
R-LLM,25,19,I1,H5,C4,P2,1189738
R-LLM,25,20,I5,H4,C2,P1,1192715
R-LLM,25,20,I2,H3,C5,P2,5824
R-LLM,25,21,I2,H2,C3,P4,1549
R-LLM,25,21,I3,H4,C3,P2,492
R-LLM,25,22,I5,H3,C3,P2,727
R-LLM,25,22,I1,H1,C5,P4,6858
R-LLM,25,23,I4,H4,C2,P4,31394
R-LLM,25,23,I2,H3,C2,P4,397
R-LLM,25,24,I3,H2,C4,P1,1131
R-LLM,25,24,I1,H3,C2,P4,1392
R-LLM,25,25,I5,H2,C3,P4,299
R-LLM,25,25,I3,H1,C4,P2,5106
R-LLM,25,26,I3,H3,C1,P3,6722
R-LLM,25,26,I4,H2,C4,P2,23152
R-LLM,25,27,I5,H1,C5,P3,634
R-LLM,25,27,I2,H4,C3,P1,38
R-LLM,25,28,I5,H1,C2,P3,2898
R-LLM,25,28,I3,H2,C4,P3,2674917
R-LLM,25,29,I4,H2,C1,P4,1624
R-LLM,25,29,I5,H4,C1,P3,2773348
R-LLM,25,30,I2,H2,C1,P1,60221
R-LLM,25,30,I4,H3,C1,P1,715
R-LLM,25,31,I3,H4,C2,P1,53171
R-LLM,25,31,I2,H5,C1,P4,1083
R-LLM,25,32,I1,H2,C5,P3,1604
R-LLM,25,32,I3,H5,C1,P2,62
R-LLM,25,33,I2,H2,C3,P3,11373
R-LLM,25,33,I4,H4,C5,P2,4125
R-LLM,25,34,I4,H3,C5,P3,9668
R-LLM,25,34,I1,H5,C1,P3,2255400
R-LLM,25,35,I1,H5,C2,P3,955
R-LLM,25,35,I4,H3,C2,P2,781
R-LLM,25,36,I1,H3,C1,P2,907
R-LLM,25,36,I5,H4,C5,P4,1068
R-LLM,25,37,I2,H3,C1,P3,5224
R-LLM,25,37,I1,H4,C5,P2,175
R-LLM,25,38,I1,H1,C4,P2,2488
R-LLM,25,38,I3,H1,C2,P3,5071
R-LLM,25,39,I5,H3,C4,P3,125959
R-LLM,25,39,I2,H4,C5,P4,3997
R-LLM,25,40,I2,H2,C4,P2,9817
R-LLM,25,40,I5,H2,C4,P2,2787
R-LLM,25,41,I5,H2,C1,P1,12310
R-LLM,25,41,I1,H5,C3,P4,423
R-LLM,25,42,I2,H2,C1,P4,342
R-LLM,25,42,I5,H3,C4,P2,27981
R-LLM,25,43,I4,H4,C1,P3,195425
R-LLM,25,43,I2,H1,C5,P4,3087
R-LLM,25,44,I4,H5,C1,P2,26
R-LLM,25,44,I5,H5,C4,P3,965
R-LLM,25,45,I5,H2,C4,P3,82456
R-LLM,25,45,I3,H1,C2,P1,613
R-LLM,25,46,I4,H2,C5,P1,387
R-LLM,25,46,I5,H3,C5,P4,498
R-LLM,25,47,I5,H3,C5,P2,1507
R-LLM,25,47,I4,H1,C1,P3,10066
R-LLM,25,48,I2,H2,C2,P3,443
R-LLM,25,48,I4,H5,C4,P4,1358
R-LLM,25,49,I2,H4,C2,P1,642076
R-LLM,25,49,I3,H1,C5,P4,1066
R-LLM,25,50,I3,H3,C5,P2,1071
R-LLM,25,50,I2,H1,C3,P4,5642
R-LLM,26,1,I5,H3,C4,P2,27981
R-LLM,26,1,I5,H4,C1,P3,2773348
R-LLM,26,2,I1,H1,C5,P4,6858
R-LLM,26,2,I3,H5,C3,P1,46
R-LLM,26,3,I5,H4,C4,P2,5605
R-LLM,26,3,I1,H2,C5,P3,1604
R-LLM,26,4,I2,H2,C4,P1,4295
R-LLM,26,4,I3,H3,C2,P4,306
R-LLM,26,5,I4,H2,C4,P2,23152
R-LLM,26,5,I2,H1,C5,P3,1102699
R-LLM,26,6,I2,H4,C4,P3,6751
R-LLM,26,6,I4,H3,C1,P2,1685
R-LLM,26,7,I2,H4,C5,P1,9539
R-LLM,26,7,I4,H5,C2,P3,14602
R-LLM,26,8,I3,H2,C3,P1,8
R-LLM,26,8,I1,H5,C2,P1,3260
R-LLM,26,9,I5,H4,C2,P4,5755
R-LLM,26,9,I2,H3,C4,P4,1338
R-LLM,26,10,I3,H4,C2,P3,2388
R-LLM,26,10,I5,H1,C3,P4,2794
R-LLM,26,11,I3,H1,C2,P4,2821
R-LLM,26,11,I1,H3,C1,P3,7073
R-LLM,26,12,I4,H2,C5,P1,387
R-LLM,26,12,I3,H4,C4,P2,451
R-LLM,26,13,I5,H1,C4,P1,8119
R-LLM,26,13,I5,H2,C3,P1,64
R-LLM,26,14,I3,H1,C1,P2,176
R-LLM,26,14,I4,H3,C5,P4,307
R-LLM,26,15,I1,H4,C3,P2,12380
R-LLM,26,15,I4,H1,C2,P3,6059
R-LLM,26,16,I2,H1,C2,P2,625
R-LLM,26,16,I4,H2,C3,P2,198
R-LLM,26,17,I2,H1,C4,P3,2434
R-LLM,26,17,I5,H4,C5,P1,9112
R-LLM,26,18,I1,H2,C2,P1,1318
R-LLM,26,18,I4,H4,C3,P1,187
R-LLM,26,19,I5,H4,C1,P4,1056921
R-LLM,26,19,I1,H4,C1,P1,182961
R-LLM,26,20,I2,H2,C2,P4,5820
R-LLM,26,20,I4,H4,C4,P1,1003785
R-LLM,26,21,I2,H4,C1,P3,549731
R-LLM,26,21,I5,H4,C5,P3,399
R-LLM,26,22,I2,H4,C4,P1,768578
R-LLM,26,22,I5,H4,C2,P2,38684
R-LLM,26,23,I4,H2,C4,P3,1317074
R-LLM,26,23,I3,H1,C5,P3,386
R-LLM,26,24,I3,H1,C3,P3,185
R-LLM,26,24,I1,H3,C5,P4,1453
R-LLM,26,25,I1,H2,C3,P4,50003
R-LLM,26,25,I3,H3,C4,P1,2850
R-LLM,26,26,I2,H1,C3,P1,11
R-LLM,26,26,I5,H2,C1,P4,42713
R-LLM,26,27,I2,H2,C1,P2,1438
R-LLM,26,27,I4,H1,C5,P2,14448
R-LLM,26,28,I2,H2,C5,P4,614
R-LLM,26,28,I5,H3,C4,P2,27981
R-LLM,26,29,I4,H4,C5,P2,4125
R-LLM,26,29,I1,H5,C4,P4,43692
R-LLM,26,30,I1,H5,C4,P3,23348
R-LLM,26,30,I4,H5,C4,P3,828
R-LLM,26,31,I5,H2,C4,P1,92071
R-LLM,26,31,I2,H1,C4,P4,394759
R-LLM,26,32,I3,H2,C5,P4,293
R-LLM,26,32,I1,H4,C2,P3,5883
R-LLM,26,33,I5,H2,C2,P3,439
R-LLM,26,33,I2,H3,C5,P2,5824
R-LLM,26,34,I2,H5,C4,P2,596857
R-LLM,26,34,I1,H1,C3,P2,3192
R-LLM,26,35,I5,H3,C5,P4,498
R-LLM,26,35,I3,H5,C4,P3,1763
R-LLM,26,36,I2,H5,C2,P1,1007
R-LLM,26,36,I1,H4,C2,P1,178299
R-LLM,26,37,I5,H4,C3,P1,61707
R-LLM,26,37,I1,H2,C1,P2,332
R-LLM,26,38,I2,H4,C5,P4,3997
R-LLM,26,38,I5,H5,C4,P1,50
R-LLM,26,39,I1,H4,C4,P2,89908
R-LLM,26,39,I2,H4,C4,P2,277
R-LLM,26,40,I1,H2,C3,P1,67
R-LLM,26,40,I3,H1,C4,P3,968
R-LLM,26,41,I1,H1,C4,P4,357030
R-LLM,26,41,I2,H3,C4,P3,525213
R-LLM,26,42,I2,H5,C4,P4,739
R-LLM,26,42,I5,H3,C4,P3,125959
R-LLM,26,43,I3,H5,C1,P2,62
R-LLM,26,43,I4,H1,C3,P1,13
R-LLM,26,44,I5,H4,C1,P1,80915
R-LLM,26,44,I2,H4,C4,P4,218758
R-LLM,26,45,I2,H4,C1,P4,1682296
R-LLM,26,45,I1,H4,C5,P1,690
R-LLM,26,46,I1,H2,C4,P1,1023
R-LLM,26,46,I5,H5,C3,P4,1807
R-LLM,26,47,I3,H4,C1,P4,162449
R-LLM,26,47,I1,H3,C2,P3,444
R-LLM,26,48,I2,H4,C3,P4,12380
R-LLM,26,48,I5,H1,C2,P3,2898
R-LLM,26,49,I4,H5,C3,P1,79
R-LLM,26,49,I2,H5,C3,P4,448
R-LLM,26,50,I2,H4,C1,P1,207623
R-LLM,26,50,I4,H4,C4,P2,1830
R-LLM,27,1,I4,H3,C2,P1,856
R-LLM,27,1,I1,H2,C2,P3,119
R-LLM,27,2,I2,H5,C4,P2,596857
R-LLM,27,2,I3,H1,C1,P4,34
R-LLM,27,3,I5,H4,C5,P1,9112
R-LLM,27,3,I3,H2,C3,P3,429
R-LLM,27,4,I2,H3,C4,P4,1338
R-LLM,27,4,I3,H5,C2,P2,51
R-LLM,27,5,I2,H3,C5,P1,5717
R-LLM,27,5,I1,H5,C3,P4,423
R-LLM,27,6,I2,H5,C4,P3,2953
R-LLM,27,6,I4,H2,C1,P4,1624
R-LLM,27,7,I1,H4,C3,P1,36
R-LLM,27,7,I4,H2,C5,P2,14505
R-LLM,27,8,I5,H1,C1,P3,1428
R-LLM,27,8,I1,H1,C5,P2,4490
R-LLM,27,9,I5,H2,C2,P1,1817
R-LLM,27,9,I3,H3,C3,P2,51
R-LLM,27,10,I5,H2,C4,P3,82456
R-LLM,27,10,I3,H4,C2,P3,2388
R-LLM,27,11,I5,H3,C4,P4,14484
R-LLM,27,11,I1,H1,C2,P3,13047
R-LLM,27,12,I2,H1,C3,P1,11
R-LLM,27,12,I4,H4,C1,P3,195425
R-LLM,27,13,I4,H5,C1,P2,26
R-LLM,27,13,I5,H1,C5,P4,3239
R-LLM,27,14,I5,H3,C5,P1,4533
R-LLM,27,14,I2,H4,C4,P3,6751
R-LLM,27,15,I4,H1,C4,P1,263
R-LLM,27,15,I3,H5,C1,P3,17599
R-LLM,27,16,I2,H1,C2,P2,625
R-LLM,27,16,I4,H5,C3,P1,79
R-LLM,27,17,I2,H5,C2,P3,463
R-LLM,27,17,I1,H3,C2,P4,1392
R-LLM,27,18,I2,H5,C1,P1,299
R-LLM,27,18,I4,H3,C3,P1,96
R-LLM,27,19,I3,H4,C5,P4,1162
R-LLM,27,19,I1,H2,C1,P4,186
R-LLM,27,20,I5,H3,C1,P3,552
R-LLM,27,20,I4,H2,C5,P1,387
R-LLM,27,21,I5,H1,C3,P2,2506
R-LLM,27,21,I3,H4,C4,P2,451
R-LLM,27,22,I5,H5,C4,P2,7898
R-LLM,27,22,I5,H2,C4,P4,77495
R-LLM,27,23,I5,H3,C2,P2,622
R-LLM,27,23,I5,H2,C3,P4,299
R-LLM,27,24,I5,H3,C1,P2,3299
R-LLM,27,24,I2,H2,C4,P1,4295
R-LLM,27,25,I5,H1,C4,P1,8119
R-LLM,27,25,I5,H4,C3,P2,775
R-LLM,27,26,I4,H4,C2,P3,7197
R-LLM,27,26,I1,H1,C4,P4,357030
R-LLM,27,27,I2,H3,C3,P3,840
R-LLM,27,27,I1,H1,C3,P2,3192
R-LLM,27,28,I3,H1,C4,P2,5106
R-LLM,27,28,I5,H4,C1,P4,1056921
R-LLM,27,29,I5,H5,C3,P1,140
R-LLM,27,29,I2,H4,C5,P2,1858
R-LLM,27,30,I1,H5,C2,P4,545
R-LLM,27,30,I4,H3,C3,P4,714
R-LLM,27,31,I3,H2,C5,P3,484
R-LLM,27,31,I4,H1,C3,P2,494
R-LLM,27,32,I3,H2,C1,P1,1041
R-LLM,27,32,I2,H5,C5,P4,1133
R-LLM,27,33,I5,H4,C2,P2,38684
R-LLM,27,33,I3,H1,C2,P4,2821
R-LLM,27,34,I3,H3,C5,P1,176
R-LLM,27,34,I1,H3,C1,P2,907
R-LLM,27,35,I2,H2,C1,P4,342
R-LLM,27,35,I1,H4,C4,P3,10325
R-LLM,27,36,I1,H2,C3,P1,67
R-LLM,27,36,I3,H2,C2,P3,266
R-LLM,27,37,I4,H5,C4,P4,1358
R-LLM,27,37,I3,H4,C3,P1,102
R-LLM,27,38,I2,H1,C1,P3,1019
R-LLM,27,38,I4,H4,C5,P2,4125
R-LLM,27,39,I5,H5,C2,P4,892
R-LLM,27,39,I3,H3,C4,P3,87871
R-LLM,27,40,I1,H1,C2,P1,1654
R-LLM,27,40,I4,H5,C5,P3,1351
R-LLM,27,41,I1,H3,C5,P3,1996
R-LLM,27,41,I2,H2,C5,P1,432
R-LLM,27,42,I1,H1,C5,P3,2681
R-LLM,27,42,I3,H5,C4,P1,36
R-LLM,27,43,I4,H5,C2,P3,14602
R-LLM,27,43,I1,H4,C5,P1,690
R-LLM,27,44,I4,H3,C4,P2,26785
R-LLM,27,44,I2,H4,C2,P1,642076
R-LLM,27,45,I2,H5,C1,P4,1083
R-LLM,27,45,I2,H2,C3,P2,22643
R-LLM,27,46,I4,H1,C5,P1,787
R-LLM,27,46,I3,H1,C5,P1,1330
R-LLM,27,47,I1,H2,C3,P2,5681
R-LLM,27,47,I2,H3,C4,P1,2109
R-LLM,27,48,I1,H5,C1,P1,552
R-LLM,27,48,I5,H2,C1,P3,13334
R-LLM,27,49,I4,H5,C5,P1,139
R-LLM,27,49,I5,H1,C4,P3,455263
R-LLM,27,50,I4,H5,C3,P2,97728
R-LLM,27,50,I2,H2,C2,P4,5820
R-LLM,28,1,I1,H1,C5,P2,4490
R-LLM,28,1,I2,H4,C5,P1,9539
R-LLM,28,2,I3,H2,C3,P4,608
R-LLM,28,2,I5,H3,C1,P3,552
R-LLM,28,3,I4,H5,C4,P3,828
R-LLM,28,3,I3,H2,C2,P1,844
R-LLM,28,4,I2,H4,C2,P3,717
R-LLM,28,4,I4,H3,C5,P2,3095
R-LLM,28,5,I5,H1,C3,P4,2794
R-LLM,28,5,I1,H5,C2,P4,545
R-LLM,28,6,I3,H4,C4,P1,99899
R-LLM,28,6,I5,H2,C5,P4,368
R-LLM,28,7,I2,H4,C3,P2,84917
R-LLM,28,7,I4,H1,C3,P1,13
R-LLM,28,8,I1,H3,C4,P2,4374
R-LLM,28,8,I2,H5,C4,P4,739
R-LLM,28,9,I4,H1,C5,P3,270
R-LLM,28,9,I3,H3,C2,P2,114
R-LLM,28,10,I5,H4,C4,P1,806841
R-LLM,28,10,I1,H2,C5,P1,300
R-LLM,28,11,I5,H1,C2,P1,93701
R-LLM,28,11,I3,H5,C1,P4,468
R-LLM,28,12,I2,H3,C4,P3,525213
R-LLM,28,12,I4,H2,C1,P2,2768
R-LLM,28,13,I1,H2,C4,P2,2799
R-LLM,28,13,I2,H1,C5,P4,3087
R-LLM,28,14,I1,H2,C3,P3,4151
R-LLM,28,14,I5,H3,C4,P2,27981
R-LLM,28,15,I1,H1,C3,P1,35
R-LLM,28,15,I3,H1,C4,P4,33311
R-LLM,28,16,I1,H2,C1,P1,556
R-LLM,28,16,I2,H2,C2,P2,65
R-LLM,28,17,I2,H3,C5,P2,5824
R-LLM,28,17,I4,H4,C2,P4,31394
R-LLM,28,18,I3,H3,C5,P1,176
R-LLM,28,18,I5,H4,C2,P4,5755
R-LLM,28,19,I3,H3,C4,P2,2832
R-LLM,28,19,I4,H5,C3,P2,97728
R-LLM,28,20,I5,H4,C2,P3,208
R-LLM,28,20,I3,H3,C4,P1,2850
R-LLM,28,21,I2,H5,C3,P1,98
R-LLM,28,21,I1,H1,C2,P3,13047
R-LLM,28,22,I3,H4,C1,P2,5963
R-LLM,28,22,I4,H2,C5,P1,387
R-LLM,28,23,I4,H1,C1,P4,106
R-LLM,28,23,I3,H2,C4,P3,2674917
R-LLM,28,24,I3,H5,C2,P3,116
R-LLM,28,24,I5,H1,C3,P2,2506
R-LLM,28,25,I3,H4,C3,P1,102
R-LLM,28,25,I5,H2,C4,P3,82456
R-LLM,28,26,I1,H5,C3,P3,10068
R-LLM,28,26,I2,H2,C3,P4,1549
R-LLM,28,27,I5,H3,C5,P3,334
R-LLM,28,27,I4,H2,C3,P3,719
R-LLM,28,28,I3,H1,C5,P3,386
R-LLM,28,28,I4,H3,C4,P1,452
R-LLM,28,29,I1,H4,C2,P1,178299
R-LLM,28,29,I5,H2,C3,P1,64
R-LLM,28,30,I2,H4,C1,P4,1682296
R-LLM,28,30,I4,H2,C4,P1,31476
R-LLM,28,31,I4,H1,C5,P1,787
R-LLM,28,31,I1,H4,C3,P2,12380
R-LLM,28,32,I4,H2,C3,P4,463
R-LLM,28,32,I4,H4,C5,P2,4125
R-LLM,28,33,I2,H2,C4,P1,4295
R-LLM,28,33,I3,H4,C1,P3,544517
R-LLM,28,34,I3,H2,C5,P2,30022
R-LLM,28,34,I5,H5,C1,P4,237
R-LLM,28,35,I1,H5,C3,P4,423
R-LLM,28,35,I3,H5,C4,P2,123056
R-LLM,28,36,I3,H3,C1,P4,52156
R-LLM,28,36,I5,H5,C4,P2,7898
R-LLM,28,37,I1,H1,C4,P3,5027
R-LLM,28,37,I4,H3,C2,P2,781
R-LLM,28,38,I4,H4,C4,P2,1830
R-LLM,28,38,I2,H5,C5,P3,156
R-LLM,28,39,I2,H2,C4,P3,347695
R-LLM,28,39,I4,H5,C1,P1,307
R-LLM,28,40,I1,H4,C3,P3,47866
R-LLM,28,40,I3,H5,C4,P3,1763
R-LLM,28,41,I3,H1,C3,P4,2208
R-LLM,28,41,I4,H4,C1,P3,195425
R-LLM,28,42,I2,H1,C4,P2,807121
R-LLM,28,42,I5,H5,C5,P2,9884
R-LLM,28,43,I1,H1,C4,P1,255
R-LLM,28,43,I1,H1,C2,P4,70151
R-LLM,28,44,I4,H3,C5,P4,307
R-LLM,28,44,I2,H1,C3,P3,260
R-LLM,28,45,I1,H3,C5,P1,4368
R-LLM,28,45,I3,H4,C5,P3,1628
R-LLM,28,46,I4,H5,C3,P1,79
R-LLM,28,46,I3,H2,C1,P3,8565
R-LLM,28,47,I2,H3,C2,P4,397
R-LLM,28,47,I1,H2,C3,P1,67
R-LLM,28,48,I4,H2,C1,P4,1624
R-LLM,28,48,I5,H2,C2,P3,439
R-LLM,28,49,I5,H4,C1,P2,197486
R-LLM,28,49,I3,H1,C2,P2,444
R-LLM,28,50,I3,H4,C2,P4,7944
R-LLM,28,50,I1,H5,C1,P2,1096
R-LLM,29,1,I5,H5,C3,P2,5679
R-LLM,29,1,I1,H4,C2,P1,178299
R-LLM,29,2,I3,H2,C4,P3,2674917
R-LLM,29,2,I4,H3,C5,P4,307
R-LLM,29,3,I3,H1,C5,P1,1330
R-LLM,29,3,I2,H3,C4,P3,525213
R-LLM,29,4,I1,H2,C4,P2,2799
R-LLM,29,4,I4,H5,C3,P4,1341
R-LLM,29,5,I2,H1,C2,P1,2440
R-LLM,29,5,I5,H4,C1,P3,2773348
R-LLM,29,6,I3,H2,C4,P1,1131
R-LLM,29,6,I2,H4,C5,P2,1858
R-LLM,29,7,I1,H4,C2,P3,5883
R-LLM,29,7,I2,H5,C1,P1,299
R-LLM,29,8,I3,H3,C1,P4,52156
R-LLM,29,8,I4,H5,C2,P3,14602
R-LLM,29,9,I5,H4,C4,P3,11626
R-LLM,29,9,I3,H1,C3,P2,253
R-LLM,29,10,I5,H1,C4,P2,1451
R-LLM,29,10,I2,H2,C3,P4,1549
R-LLM,29,11,I1,H1,C1,P1,960
R-LLM,29,11,I4,H2,C3,P2,198
R-LLM,29,12,I4,H1,C1,P3,10066
